report_name,common_name,m_ori_name,species_name,category,subcategory,status_change,subcategory_change,assessment_id,report_id,species_id,genus,family,order,class,phylum,kingdom,pop_state,pop_size,size_confidence,pop_trend,time_span_years,trend_confidence,qualifiers,bio_status,cd,data_poor,native_resident_living,conservation_dependent,report,report_group,domain,report_group_year,report_group_comprehensive,population_trend
Bats 2017 (O'Donnell et al. 2018),Greater short-tailed bat,Pekapeka,Mystacina,Data deficient,Data deficient,No change,No change,24917,33,13086,Mystacina,Mystacinidae,Chiroptera,Mammalia,Chordata,Animalia,UNNATURAL,NA,NA,NA,NA,NA,OL,Endemic,NA,NA,TRUE,FALSE,Bats 2017,Bats,Land,Bats (2017),TRUE,Not available
Bats 2017 (O'Donnell et al. 2018),Northern short-tailed bat,Pekapeka,Mystacina,Threatened,Nationally vulnerable,No change,No change,24921,33,13087,Mystacina,Mystacinidae,Chiroptera,Mammalia,Chordata,Animalia,UNNATURAL,MATIND=1000-5000,Low,DEC 10-30%,NA,Medium,"CD, DP, PD, RR",Endemic,CD,DP,TRUE,TRUE,Bats 2017,Bats,Land,Bats (2017),TRUE,Decreasing
Bats 2017 (O'Donnell et al. 2018),Central lesser short-tailed bat,NA,Mystacina,At risk of becoming threatened,Declining,No change,No change,24916,33,30997,Mystacina,Mystacinidae,Chiroptera,Mammalia,Chordata,Animalia,UNNATURAL,MATIND=20000-100000,Medium,DEC 10-50%,NA,Medium,RR,Endemic,NA,NA,TRUE,FALSE,Bats 2017,Bats,Land,Bats (2017),TRUE,Decreasing
Bats 2017 (O'Donnell et al. 2018),Southern short-tailed bat,NA,Mystacina,At risk of becoming threatened,Recovering,Better,Actual improvement,24920,33,30998,Mystacina,Mystacinidae,Chiroptera,Mammalia,Chordata,Animalia,UNNATURAL,MATIND=1000-5000,Medium,INC >10%,NA,High,"CD, RR",Endemic,CD,NA,TRUE,TRUE,Bats 2017,Bats,Land,Bats (2017),TRUE,Increasing
Diptera 2010: (Andrew et al. 2012),New Zealand bat fly,NA,Mystacinobia,At risk of becoming threatened,Declining,NA,NA,20464,24,12538,Mystacinobia,Mystacinobiidae,Diptera,Insecta,Arthropoda,Animalia,NA,MATIND=20000-100000,NA,DEC 10-50%,NA,NA,"CD, RR",Endemic,CD,NA,TRUE,TRUE,Diptera 2010,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Decreasing
Lichens 2018 (de Lange et al. 2018),Lichenicolous fungus,NA,Myxophora,Data deficient,Data deficient,No change,No change,63144,55,31382,Myxophora,Pseudoperisporiaceae,Dothideomycetes incertae sedis,Dothideomycetes,Ascomycota,Fungi,NA,NA,NA,NA,NA,NA,OL,Endemicity not specified,NA,NA,TRUE,FALSE,Lichens 2018,Lichens,Land,Lichens (2018),TRUE,Not available
Marine invertebrates 2013 (Freeman et al 2014),Limpet,NA,Nacella,At risk of becoming threatened,Naturally uncommon,No change,No change,40603,46,28812,Nacella,Nacellidae,Patellogastropoda incertae sedis,Gastropoda,Mollusca,Animalia,NATURAL,NA,NA,STABLE +/-10%,NA,Medium,RR,Endemic,NA,NA,TRUE,FALSE,Marine invertebrates 2013,Marine invertebrates,Marine,Marine invertebrates (2013),FALSE,Stable
Lichens 2018 (de Lange et al. 2018),Lichen,NA,Naetrocymbe,Data deficient,Data deficient,No change,No change,62301,55,9365,Naetrocymbe,Naetrocymbaceae,Pleosporales,Dothideomycetes,Ascomycota,Fungi,NA,NA,NA,NA,NA,NA,SO,Non-endemic,NA,NA,TRUE,FALSE,Lichens 2018,Lichens,Land,Lichens (2018),TRUE,Not available
Freshwater invertebrates 2018,Freshwater polychaete worm,NA,Namanereis,At risk of becoming threatened,Naturally uncommon,No change,No change,109356,1071,12545,Namanereis,Nereididae,Phyllodocida,Polychaeta,Annelida,Animalia,NATURAL,NA,Medium,STABLE +/-10%,NA,Medium,"RR, SO",Endemic,NA,NA,TRUE,FALSE,Freshwater invertebrates 2018,Freshwater invertebrates,Freshwater,Freshwater invertebrates (2018),FALSE,Stable
Macroalgae 2019 (Nelson et al. 2019),Red seaweed,NA,Nancythalia,Not threatened,Not threatened,New listing,New listing,108634,52,42982,Nancythalia,Delesseriaceae,Ceramiales,Florideophyceae,Rhodophyta,Plantae,NATURAL,MATIND=20000-100000,Medium,STABLE +/-10%,NA,High,NA,Endemicity not specified,NA,NA,TRUE,FALSE,Macroalgae 2019,Macroalgae,Marine,Macroalgae (2019),FALSE,Stable
Freshwater invertebrates 2018,Scorpionfly,NA,Nannochorista,Not threatened,Not threatened,No change,No change,109358,1071,33381,Nannochorista,Nannochoristidae,Mecoptera,Insecta,Arthropoda,Animalia,NATURAL,MATIND>100000,High,STABLE +/-10%,NA,Medium,NA,Endemic,NA,NA,TRUE,FALSE,Freshwater invertebrates 2018,Freshwater invertebrates,Freshwater,Freshwater invertebrates (2018),FALSE,Stable
Spiders 2010: (Sirvid et al. 2012),Sheetweb spider,NA,Nanocambridgea,Not threatened,Not threatened,NA,NA,20033,23,28541,Nanocambridgea,Desidae,Araneae,Arachnida,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,NA,Endemic,NA,NA,TRUE,FALSE,Spiders 2010,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Spiders 2010: (Sirvid et al. 2012),Long-jawed orbweaver spider,NA,Nanometa,Not threatened,Not threatened,NA,NA,20061,23,28543,Nanometa,Tetragnathidae,Araneae,Arachnida,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,SO,Non-endemic,NA,NA,TRUE,FALSE,Spiders 2010,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Marine invertebrates 2013 (Freeman et al 2014),Sea fan,NA,Narella,At risk of becoming threatened,Naturally uncommon,New listing,New listing,40735,46,34279,Narella,Primnoidae,Alcyonacea,Anthozoa,Cnidaria,Animalia,NATURAL,NA,NA,STABLE +/-10%,NA,High,"DP, Sp",Endemic,NA,DP,TRUE,FALSE,Marine invertebrates 2013,Marine invertebrates,Marine,Marine invertebrates (2013),FALSE,Stable
Lichens 2018 (de Lange et al. 2018),Lichen,NA,Ochrolechia,Data deficient,Data deficient,No change,No change,62797,55,9622,Ochrolechia,Ochrolechiaceae,Pertusariales,Lecanoromycetes,Ascomycota,Fungi,NA,NA,NA,NA,NA,NA,"OL, SO",Unknown,NA,NA,TRUE,FALSE,Lichens 2018,Lichens,Land,Lichens (2018),TRUE,Not available
Marine invertebrates 2013 (Freeman et al 2014),Sea fan,NA,Narella,At risk of becoming threatened,Naturally uncommon,New listing,New listing,40736,46,34280,Narella,Primnoidae,Alcyonacea,Anthozoa,Cnidaria,Animalia,NATURAL,NA,NA,STABLE +/-10%,NA,High,"DP, RR, Sp",Endemicity not specified,NA,DP,TRUE,FALSE,Marine invertebrates 2013,Marine invertebrates,Marine,Marine invertebrates (2013),FALSE,Stable
Marine invertebrates 2013 (Freeman et al 2014),Sea fan,NA,Narella,Data deficient,Data deficient,New listing,New listing,40737,46,34281,Narella,Primnoidae,Alcyonacea,Anthozoa,Cnidaria,Animalia,NA,NA,NA,NA,NA,NA,"OL, RR, Sp",Endemicity not specified,NA,NA,TRUE,FALSE,Marine invertebrates 2013,Marine invertebrates,Marine,Marine invertebrates (2013),FALSE,Not available
Marine invertebrates 2013 (Freeman et al 2014),Sea fan,NA,Narella,At risk of becoming threatened,Naturally uncommon,New listing,New listing,40738,46,34282,Narella,Primnoidae,Alcyonacea,Anthozoa,Cnidaria,Animalia,NATURAL,NA,NA,STABLE +/-10%,NA,High,"DP, Sp",Endemicity not specified,NA,DP,TRUE,FALSE,Marine invertebrates 2013,Marine invertebrates,Marine,Marine invertebrates (2013),FALSE,Stable
Marine invertebrates 2013 (Freeman et al 2014),Sea fan,NA,Narelloides,Data deficient,Data deficient,New listing,New listing,40739,46,34283,Narelloides,Primnoidae,Alcyonacea,Anthozoa,Cnidaria,Animalia,NA,NA,NA,NA,NA,NA,"RR, Sp",Endemicity not specified,NA,NA,TRUE,FALSE,Marine invertebrates 2013,Marine invertebrates,Marine,Marine invertebrates (2013),FALSE,Not available
Marine invertebrates 2013 (Freeman et al 2014),Whelk,NA,Nassarius,At risk of becoming threatened,Naturally uncommon,No change,No change,40531,46,28544,Nassarius,Nassariidae,Neogastropoda,Gastropoda,Mollusca,Animalia,NATURAL,NA,NA,STABLE +/-10%,NA,Medium,RR,Endemicity not specified,NA,NA,TRUE,FALSE,Marine invertebrates 2013,Marine invertebrates,Marine,Marine invertebrates (2013),FALSE,Stable
Spiders 2010: (Sirvid et al. 2012),Ground spider,NA,Nauhea,Not threatened,Not threatened,NA,NA,20055,23,28546,Nauhea,Gnaphosidae,Araneae,Arachnida,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,NA,Endemic,NA,NA,TRUE,FALSE,Spiders 2010,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Reptiles 2015: (Hitchmough et al. 2016),Elegant gecko,NA,Naultinus,At risk of becoming threatened,Declining,No change,No change,38485,41,13199,Naultinus,Gekkonidae,Squamata,Reptilia,Chordata,Animalia,UNNATURAL,AREA>10000,Medium,DEC 10-70%,NA,Medium,PD,Endemic,NA,NA,TRUE,FALSE,Reptiles 2015,Reptiles,Land,Reptiles (2015),TRUE,Decreasing
Reptiles 2015: (Hitchmough et al. 2016),Jewelled gecko,NA,Naultinus,At risk of becoming threatened,Declining,No change,No change,38487,41,13201,Naultinus,Gekkonidae,Squamata,Reptilia,Chordata,Animalia,UNNATURAL,AREA>10000,High,DEC 10-70%,NA,Medium,"PD, Sp",Endemic,NA,NA,TRUE,FALSE,Reptiles 2015,Reptiles,Land,Reptiles (2015),TRUE,Decreasing
Reptiles 2015: (Hitchmough et al. 2016),Northland green gecko,NA,Naultinus,At risk of becoming threatened,Declining,No change,No change,38488,41,13202,Naultinus,Gekkonidae,Squamata,Reptilia,Chordata,Animalia,UNNATURAL,AREA>10000,High,DEC 10-70%,NA,Medium,Sp,Endemic,NA,NA,TRUE,FALSE,Reptiles 2015,Reptiles,Land,Reptiles (2015),TRUE,Decreasing
Reptiles 2015: (Hitchmough et al. 2016),Marlborough green gecko,NA,Naultinus,At risk of becoming threatened,Declining,No change,No change,38489,41,13203,Naultinus,Gekkonidae,Squamata,Reptilia,Chordata,Animalia,UNNATURAL,AREA>10000,Low,DEC 10-70%,NA,Low,"CD, DP, PD",Endemic,CD,DP,TRUE,TRUE,Reptiles 2015,Reptiles,Land,Reptiles (2015),TRUE,Decreasing
Reptiles 2015: (Hitchmough et al. 2016),Barking gecko,NA,Naultinus,At risk of becoming threatened,Declining,No change,No change,38486,41,13200,Naultinus,Gekkonidae,Squamata,Reptilia,Chordata,Animalia,UNNATURAL,AREA>10000,Medium,DEC 10-70%,NA,Medium,"DP, Sp",Endemic,NA,DP,TRUE,FALSE,Reptiles 2015,Reptiles,Land,Reptiles (2015),TRUE,Decreasing
Reptiles 2015: (Hitchmough et al. 2016),Rough gecko,NA,Naultinus,Threatened,Nationally vulnerable,No change,No change,38490,41,13204,Naultinus,Gekkonidae,Squamata,Reptilia,Chordata,Animalia,UNNATURAL,"SUBPOP<=15, MATIND<=500",Low,DEC 10-50%,30,Low,"DP, Sp",Endemic,NA,DP,TRUE,FALSE,Reptiles 2015,Reptiles,Land,Reptiles (2015),TRUE,Decreasing
Reptiles 2015: (Hitchmough et al. 2016),Starred gecko,NA,Naultinus,Threatened,Nationally vulnerable,Worse,Actual decline,38491,41,13205,Naultinus,Gekkonidae,Squamata,Reptilia,Chordata,Animalia,UNNATURAL,MATIND=20000-100000,Low,DEC 50-70%,NA,Medium,Sp,Endemic,NA,NA,TRUE,FALSE,Reptiles 2015,Reptiles,Land,Reptiles (2015),TRUE,Decreasing
Reptiles 2015: (Hitchmough et al. 2016),West Coast green gecko,NA,Naultinus,Threatened,Nationally vulnerable,No change,No change,38492,41,13206,Naultinus,Gekkonidae,Squamata,Reptilia,Chordata,Animalia,UNNATURAL,"SUBPOP<=15, MATIND<=500",Low,DEC 10-50%,NA,Low,"DP, Sp",Endemic,NA,DP,TRUE,FALSE,Reptiles 2015,Reptiles,Land,Reptiles (2015),TRUE,Decreasing
Marine invertebrates 2013 (Freeman et al 2014),Vent shrimp,NA,Nautilocaris,Data deficient,Data deficient,Neutral,Reinterpretation of data,40657,46,30785,Nautilocaris,Alvinocarididae,Decapoda,Malacostraca,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,SO,Non-endemic,NA,NA,TRUE,FALSE,Marine invertebrates 2013,Marine invertebrates,Marine,Marine invertebrates (2013),FALSE,Not available
Coleoptera 2010: (Leschen et al. 2012),Ground beetle,NA,Neanops,At risk of becoming threatened,Naturally uncommon,New listing,New listing,16027,15,31900,Neanops,Carabidae,Coleoptera,Insecta,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,"DP, RR",Endemic,NA,DP,TRUE,FALSE,Coleoptera 2010,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Coleoptera 2010: (Leschen et al. 2012),Ground beetle,NA,Neanops,Threatened,Nationally critical,New listing,New listing,16033,15,31901,Neanops,Carabidae,Coleoptera,Insecta,Arthropoda,Animalia,NA,MATIND<250,NA,NA,NA,NA,"DP, OL",Endemic,NA,DP,TRUE,FALSE,Coleoptera 2010,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Mosses 2014 (Rolfe et al. 2016),Moss,NA,Neckeropsis,Data deficient,Data deficient,No change,No change,38378,40,34433,Neckeropsis,Neckeraceae,Hypnales,Bryopsida,Bryophyta,Plantae,NA,NA,NA,NA,NA,NA,NA,Non-endemic,NA,NA,TRUE,FALSE,Mosses 2014,Mosses,Land,Mosses (2014),FALSE,Not available
Lichens 2018 (de Lange et al. 2018),Lichenicolous fungus,NA,Nectria,Data deficient,Data deficient,No change,No change,61578,55,8422,Nectria,Hypocreaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,NA,NA,NA,NA,NA,NA,"OL, SO",Endemic,NA,NA,TRUE,FALSE,Lichens 2018,Lichens,Land,Lichens (2018),TRUE,Not available
Macroalgae 2019 (Nelson et al. 2019),Brown seaweed,NA,Nemacystus,Data deficient,Data deficient,No change,No change,59876,52,28574,Nemacystus,Chordariaceae,Ectocarpales,Phaeophyceae,Ochrophyta,Chromista,NA,NA,NA,NA,NA,NA,NA,Endemicity not specified,NA,NA,TRUE,FALSE,Macroalgae 2019,Macroalgae,Marine,Macroalgae (2019),FALSE,Not available
Nematodes 2010: (Yeates et al. 2012),NA,NA,Nemanema,Not threatened,Not threatened,NA,NA,20948,26,32785,Nemanema,Oxystominidae,Enoplida,Enoplea,Nematoda,Animalia,NA,NA,NA,NA,NA,NA,DP,Endemicity not specified,NA,DP,TRUE,FALSE,Nematodes 2010,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Nematodes 2010: (Yeates et al. 2012),NA,NA,Nemanoke,Not threatened,Not threatened,NA,NA,20956,26,32786,Nemanoke,Drilonematidae,Spirurida,Secernentea,Nematoda,Animalia,NA,NA,NA,NA,NA,NA,NA,Endemicity not specified,NA,NA,TRUE,FALSE,Nematodes 2010,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Nematodes 2010: (Yeates et al. 2012),NA,NA,Nemanoke,Not threatened,Not threatened,NA,NA,20954,26,32787,Nemanoke,Drilonematidae,Spirurida,Secernentea,Nematoda,Animalia,NA,NA,NA,NA,NA,NA,NA,Endemicity not specified,NA,NA,TRUE,FALSE,Nematodes 2010,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Macroalgae 2019 (Nelson et al. 2019),Red seaweed,NA,Nemastoma,Data deficient,Data deficient,New listing,New listing,108889,52,43236,Nemastoma,Nemastomataceae,Nemastomatales,Florideophyceae,Rhodophyta,Plantae,NA,NA,NA,NA,NA,NA,NA,Endemicity not specified,NA,NA,TRUE,FALSE,Macroalgae 2019,Macroalgae,Marine,Macroalgae (2019),FALSE,Not available
Marine invertebrates 2013 (Freeman et al 2014),Hydroid,NA,Nemertesia,At risk of becoming threatened,Naturally uncommon,No change,No change,40486,46,28575,Nemertesia,Plumulariidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,NATURAL,NA,NA,STABLE +/-10%,NA,Medium,RR,Endemicity not specified,NA,NA,TRUE,FALSE,Marine invertebrates 2013,Marine invertebrates,Marine,Marine invertebrates (2013),FALSE,Stable
Nematodes 2010: (Yeates et al. 2012),NA,NA,Neoactinolaimus,Not threatened,Not threatened,NA,NA,20958,26,32788,Neoactinolaimus,Actinolaimidae,Dorylaimida,Enoplea,Nematoda,Animalia,NA,NA,NA,NA,NA,NA,NA,Endemicity not specified,NA,NA,TRUE,FALSE,Nematodes 2010,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Freshwater invertebrates 2018,Caddisfly,NA,Neobiosella,Threatened,Nationally endangered,No change,No change,109166,1071,12548,Neobiosella,Philopotamidae,Trichoptera,Insecta,Arthropoda,Animalia,UNNATURAL,"SUBPOP<=5, MATIND<=300",Medium,STABLE +/-10%,NA,Low,"DP, RR, Sp",Endemic,NA,DP,TRUE,FALSE,Freshwater invertebrates 2018,Freshwater invertebrates,Freshwater,Freshwater invertebrates (2018),FALSE,Stable
Earthworms 2014 (Buckley et al. 2015),Earthworm,NA,Neochaeta,Not threatened,Not threatened,No change,No change,39134,44,12550,Neochaeta,Acanthodrilidae,Opisthopora,Clitellata,Annelida,Animalia,NA,NA,NA,NA,NA,NA,NA,Endemic,NA,NA,TRUE,FALSE,Earthworms 2014,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Earthworms 2014 (Buckley et al. 2015),Earthworm,NA,Neochaeta,Data deficient,Data deficient,No change,No change,39136,44,12551,Neochaeta,Acanthodrilidae,Opisthopora,Clitellata,Annelida,Animalia,NA,NA,NA,NA,NA,NA,OL,Endemic,NA,NA,TRUE,FALSE,Earthworms 2014,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Freshwater fishes 2017 (Dunn et al. 2018),Canterbury mudfish,NA,Neochanna,Threatened,Nationally critical,No change,No change,104216,66,13131,Neochanna,Galaxiidae,Osmeriformes,Actinopterygii,Chordata,Animalia,UNNATURAL,AREA<=100,High,DEC >70%,NA,High,"CD, EF, RR, Sp",Endemic,CD,NA,TRUE,TRUE,Freshwater fishes 2017,Freshwater fish,Freshwater,Freshwater fish (2017),TRUE,Decreasing
Freshwater fishes 2017 (Dunn et al. 2018),Black mudfish,NA,Neochanna,At risk of becoming threatened,Declining,No change,No change,104217,66,13132,Neochanna,Galaxiidae,Osmeriformes,Actinopterygii,Chordata,Animalia,UNNATURAL,AREA>10000,High,DEC 10-30%,NA,Low,"CD, DP",Endemic,CD,DP,TRUE,TRUE,Freshwater fishes 2017,Freshwater fish,Freshwater,Freshwater fish (2017),TRUE,Decreasing
Freshwater fishes 2017 (Dunn et al. 2018),Northland mudfish,NA,Neochanna,Threatened,Nationally vulnerable,No change,No change,104218,66,13133,Neochanna,Galaxiidae,Osmeriformes,Actinopterygii,Chordata,Animalia,UNNATURAL,AREA<=100,High,DEC 30-50%,NA,Medium,RR,Endemic,NA,NA,TRUE,FALSE,Freshwater fishes 2017,Freshwater fish,Freshwater,Freshwater fish (2017),TRUE,Decreasing
Freshwater fishes 2017 (Dunn et al. 2018),Chatham Island mudfish,NA,Neochanna,At risk of becoming threatened,Naturally uncommon,No change,No change,104202,66,13114,Neochanna,Galaxiidae,Osmeriformes,Actinopterygii,Chordata,Animalia,NATURAL,AREA<=100,High,STABLE +/-10%,NA,High,"IE, RR, St",Endemic,NA,NA,TRUE,FALSE,Freshwater fishes 2017,Freshwater fish,Freshwater,Freshwater fish (2017),TRUE,Stable
Nematodes 2010: (Yeates et al. 2012),NA,NA,Neochromadora,Not threatened,Not threatened,NA,NA,20957,26,32789,Neochromadora,Chromadoridae,Chromadorida,Chromadorea,Nematoda,Animalia,NA,NA,NA,NA,NA,NA,DP,Endemicity not specified,NA,DP,TRUE,FALSE,Nematodes 2010,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Diptera 2010: (Andrew et al. 2012),Net-winged midge,NA,Neocurupira,At risk of becoming threatened,Naturally uncommon,NA,NA,20372,24,12552,Neocurupira,Blephariceridae,Diptera,Insecta,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,RR,Endemic,NA,NA,TRUE,FALSE,Diptera 2010,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Nematodes 2010: (Yeates et al. 2012),NA,NA,Neodolichodorus,Not threatened,Not threatened,NA,NA,20998,26,32790,Neodolichodorus,Dolichodoridae,Tylenchida,Secernentea,Nematoda,Animalia,NA,NA,NA,NA,NA,NA,NA,Endemicity not specified,NA,NA,TRUE,FALSE,Nematodes 2010,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Earthworms 2014 (Buckley et al. 2015),Earthworm,NA,Neodrilus,Not threatened,Not threatened,No change,No change,39139,44,12553,Neodrilus,Acanthodrilidae,Opisthopora,Clitellata,Annelida,Animalia,NA,NA,NA,NA,NA,NA,RR,Endemic,NA,NA,TRUE,FALSE,Earthworms 2014,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Earthworms 2014 (Buckley et al. 2015),Earthworm,NA,Neodrilus,Data deficient,Data deficient,No change,No change,39142,44,12554,Neodrilus,Acanthodrilidae,Opisthopora,Clitellata,Annelida,Animalia,NA,NA,NA,NA,NA,NA,NA,Endemic,NA,NA,TRUE,FALSE,Earthworms 2014,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Earthworms 2014 (Buckley et al. 2015),Earthworm,NA,Neodrilus,At risk of becoming threatened,Naturally uncommon,No change,No change,39143,44,12555,Neodrilus,Acanthodrilidae,Opisthopora,Clitellata,Annelida,Animalia,NA,NA,NA,NA,NA,NA,"IE, OL",Endemic,NA,NA,TRUE,FALSE,Earthworms 2014,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Earthworms 2014 (Buckley et al. 2015),Earthworm,NA,Neodrilus,Not threatened,Not threatened,No change,No change,39146,44,12556,Neodrilus,Acanthodrilidae,Opisthopora,Clitellata,Annelida,Animalia,NA,NA,NA,NA,NA,NA,NA,Endemic,NA,NA,TRUE,FALSE,Earthworms 2014,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Earthworms 2014 (Buckley et al. 2015),Earthworm,NA,Neodrilus,Data deficient,Data deficient,No change,No change,39148,44,12557,Neodrilus,Acanthodrilidae,Opisthopora,Clitellata,Annelida,Animalia,NA,NA,NA,NA,NA,NA,NA,Endemic,NA,NA,TRUE,FALSE,Earthworms 2014,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Macroalgae 2019 (Nelson et al. 2019),Red seaweed,NA,Neogoniolithon,Data deficient,Data deficient,New listing,New listing,108443,52,42795,Neogoniolithon,Corallinaceae,Corallinales,Florideophyceae,Rhodophyta,Plantae,NA,NA,NA,NA,NA,NA,NA,Endemicity not specified,NA,NA,TRUE,FALSE,Macroalgae 2019,Macroalgae,Marine,Macroalgae (2019),FALSE,Not available
Hornworts and liverworts 2020 (de Lange et al. 2020),Liverwort,NA,Neogrollea,Threatened,Nationally critical,Worse,Actual decline,121025,1078,3418,Neogrollea,Lepidoziaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UNNATURAL,"SUBPOP<=5, MATIND<=300",Medium,DEC 50-70%,NA,Low,"DP, RR, Sp, T?O",Non-endemic,NA,DP,TRUE,FALSE,Hornworts and liverworts 2020,Hornworts and liverworts,Land,Hornworts and liverworts (2020),TRUE,Decreasing
Hornworts and liverworts 2020 (de Lange et al. 2020),Liverwort,NA,Neohodgsonia,At risk of becoming threatened,Naturally uncommon,No change,No change,121159,1078,3419,Neohodgsonia,Marchantiaceae,Marchantiales,Marchantiopsida,Marchantiophyta,Plantae,NATURAL,AREA<=10000,Medium,STABLE +/-10%,NA,Medium,"DP, Sp",Non-endemic,NA,DP,TRUE,FALSE,Hornworts and liverworts 2020,Hornworts and liverworts,Land,Hornworts and liverworts (2020),TRUE,Stable
Diptera 2010: (Andrew et al. 2012),Inland common robber fly,NA,Neoitamus,At risk of becoming threatened,Naturally uncommon,NA,NA,20313,24,12560,Neoitamus,Asilidae,Diptera,Insecta,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,Sp,Endemic,NA,NA,TRUE,FALSE,Diptera 2010,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Spiders 2010: (Sirvid et al. 2012),Sheetweb spider,NA,Neolana,Not threatened,Not threatened,NA,NA,20133,23,28581,Neolana,Stiphidiidae,Araneae,Arachnida,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,NA,Endemic,NA,NA,TRUE,FALSE,Spiders 2010,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Spiders 2010: (Sirvid et al. 2012),Sheetweb spider,NA,Neolana,Data deficient,Data deficient,NA,NA,20140,23,28584,Neolana,Stiphidiidae,Araneae,Arachnida,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,NA,Endemic,NA,NA,TRUE,FALSE,Spiders 2010,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Spiders 2010: (Sirvid et al. 2012),Sheetweb spider,NA,Neolana,Data deficient,Data deficient,NA,NA,19364,23,28586,Neolana,Stiphidiidae,Araneae,Arachnida,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,OL,Endemic,NA,NA,TRUE,FALSE,Spiders 2010,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Hornworts and liverworts 2020 (de Lange et al. 2020),Liverwort,NA,Neolepidozia,Not threatened,Not threatened,No change,No change,120976,1078,3590,Neolepidozia,Lepidoziaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,NATURAL,MATIND=20000-100000,High,STABLE +/-10%,NA,High,NA,Endemic,NA,NA,TRUE,FALSE,Hornworts and liverworts 2020,Hornworts and liverworts,Land,Hornworts and liverworts (2020),TRUE,Stable
Hornworts and liverworts 2020 (de Lange et al. 2020),Liverwort,NA,Neolepidozia,Not threatened,Not threatened,No change,No change,120977,1078,3593,Neolepidozia,Lepidoziaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,NATURAL,MATIND=20000-100000,High,STABLE +/-10%,NA,High,NA,Non-endemic,NA,NA,TRUE,FALSE,Hornworts and liverworts 2020,Hornworts and liverworts,Land,Hornworts and liverworts (2020),TRUE,Stable
Hornworts and liverworts 2020 (de Lange et al. 2020),Liverwort,NA,Neolepidozia,Not threatened,Not threatened,No change,No change,120978,1078,3599,Neolepidozia,Lepidoziaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,NATURAL,MATIND=20000-100000,High,STABLE +/-10%,NA,High,NA,Endemic,NA,NA,TRUE,FALSE,Hornworts and liverworts 2020,Hornworts and liverworts,Land,Hornworts and liverworts (2020),TRUE,Stable
Hornworts and liverworts 2020 (de Lange et al. 2020),Liverwort,NA,Neolepidozia,Not threatened,Not threatened,No change,No change,120979,1078,3601,Neolepidozia,Lepidoziaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,NATURAL,MATIND=20000-100000,High,STABLE +/-10%,NA,High,NA,Endemic,NA,NA,TRUE,FALSE,Hornworts and liverworts 2020,Hornworts and liverworts,Land,Hornworts and liverworts (2020),TRUE,Stable
